n,m,k,val,t_sol,t
100,10,5,39790.121,1260.837066,1800.001885
100,10,5,38394.552,1777.250717,1800.002172
100,10,5,39891.751,983.036753,1800.000489
100,10,5,40385.514,313.09721,1800.001425
100,10,5,41122.286,400.518592,1800.008862
100,10,5,41832.229,1749.332663,1800.001955
100,10,5,43038.984,1576.478317,1800.001593
100,10,5,43398.522,891.913034,1800.001061
100,20,5,84473.395,544.157675,1800.000104
100,20,5,84495.416,932.28369,1800.002415
100,20,5,84694.799,1449.205276,1800.003613
100,20,5,87521.081,1172.003243,1800.011671
100,20,5,88242.061,1310.493721,1800.004579
100,20,5,89780.145,1593.525185,1800.006263
100,20,5,91303.951,1193.089154,1800.004668
100,20,5,91655.144,1726.634817,1800.00285
100,20,5,93972.369,499.033419,1800.003282
100,20,5,95085.902,406.875819,1800.004672
100,2,10,645.835,1559.043177,1800.020058
100,2,10,702.894,1535.56641,1800.00497
100,2,10,760.467,1359.254682,1800.011364
100,2,10,816.699,1323.970886,1800.015528
100,2,10,861.278,1233.004827,1800.0103
100,2,10,903.261,1149.700717,1800.000809
100,2,10,964.518,1515.18306,1800.003309
100,2,10,1003.052,756.662967,1800.008152
100,2,10,1102.094,1461.820607,1800.006928
100,2,10,1212.289,1726.00872,1800.0009
100,5,10,19089.056,1068.111725,1800.001728
100,5,10,19263.432,1107.384495,1800.014817
100,5,10,19707.225,686.995453,1800.026853
100,5,10,20529.969,827.019379,1800.017791
100,5,10,21487.765,1492.660721,1800.00846
100,5,10,21629.539,1497.868345,1800.010696
100,5,10,21984.801,1072.60443,1800.01174
100,5,10,22251.011,456.5258,1800.023267
100,5,10,22803.961,1796.341193,1800.004775
100,5,10,23787.756,1720.85585,1800.00077
100,10,10,57860.597,1107.409049,1800.037004
100,10,10,58870.083,982.754043,1800.001664
100,10,10,59002.535,1438.641502,1800.001525
100,10,10,60577.843,1500.435562,1800.02055
100,10,10,61722.146,1438.587009,1800.01647
100,10,10,62746.479,1270.44519,1800.00802
100,10,10,63537.094,1651.204332,1800.005782
100,10,10,64325.768,1321.85398,1800.049442
100,10,10,64621.64,868.05342,1800.004233
100,10,10,64810.904,1475.650122,1800.024216
100,20,10,106071.244,1028.257755,1800.037774
100,20,10,107620.245,537.470709,1800.020297
100,20,10,109274.514,238.431224,1800.020683
100,20,10,110003.141,1318.821036,1800.08168
100,20,10,110782.452,217.816614,1800.04795
100,20,10,112938.471,546.712164,1800.019391
100,20,10,114279.732,250.612981,1800.072206
100,20,10,115742.038,595.549527,1800.010379
100,20,10,118236.767,238.085768,1800.008999
100,20,10,119453.941,1616.252438,1800.041854
100,2,20,3031.255,1638.368657,1800.002702
100,2,20,3278.376,1676.020825,1800.102202
100,2,20,3618.112,1663.653763,1800.030216
100,2,20,3688.227,1632.454488,1800.003505
100,2,20,3790.229,1598.304984,1800.037531
100,2,20,3841.655,1072.469467,1800.072859
100,2,20,3870.34,1717.14133,1800.04554
100,2,20,4025.959,896.279048,1800.001273
100,2,20,4333.357,589.850469,1800.041818
100,2,20,4406.575,1163.475538,1800.002403
100,5,20,30694.882,1447.995726,1800.134509
100,5,20,32616.718,1200.827705,1800.14454
100,5,20,33415.121,1575.457403,1800.053015
100,5,20,33988.768,1011.986993,1800.051006
100,5,20,35255.586,995.838993,1800.04214
100,5,20,35555.125,1157.759444,1800.00257
100,5,20,35660.228,1012.125449,1800.004328
100,5,20,36411.247,1397.983838,1800.002315
100,5,20,36933.153,705.520707,1800.038095
100,5,20,37316.645,1789.797082,1800.037957
100,10,20,73503.675,1576.011314,1800.103598
100,10,20,76910.06,1372.097099,1800.101937
100,10,20,77541.612,1795.786704,1800.053925
100,10,20,77970.354,669.486596,1800.115014
100,10,20,78532.267,1733.271412,1800.117022
100,10,20,79018.128,1748.200873,1800.003835
100,10,20,79405.613,825.990679,1800.067403
100,10,20,79690.449,1077.875105,1800.082927
100,10,20,80335.78,1721.422984,1800.005842
100,10,20,81956.716,556.402747,1800.191947
100,20,20,119643.81,1700.463455,1800.247455
100,20,20,120287.919,1754.650295,1800.494477
100,20,20,120315.435,822.654405,1800.017985
100,20,20,121566.969,1370.12643,1800.114245
100,20,20,123040.792,695.176663,1800.080623
100,20,20,124625.804,1797.29262,1800.149243
100,20,20,125212.747,525.589592,1800.403216
100,20,20,126100.324,410.669902,1800.171079
100,20,20,127716.833,1265.083447,1800.035329
100,20,20,128676.04,1706.340612,1800.158157
500,2,5,51.453,781.33791,1800.063728
500,2,5,68.199,1475.401139,1800.007089
500,2,5,74.221,1617.989293,1800.01493
500,2,5,80.421,1413.587514,1800.019722
500,2,5,88.631,1065.665788,1800.035851
500,2,5,94.416,1678.569477,1800.006055
500,2,5,109.183,1684.562713,1800.050749
500,2,5,116.49,1188.910558,1800.00751
500,2,5,128.356,1224.238473,1800.001126
500,2,5,129.547,1590.76501,1800.07386
500,5,5,7007.761,1666.409426,1800.020359
500,5,5,7196.751,1557.482852,1800.099546
500,5,5,7417.05,1255.473603,1800.068447
500,5,5,7466.051,1554.019161,1800.003476
500,5,5,7588.937,913.585342,1800.067273
500,5,5,8060.651,1705.014051,1800.063791
500,5,5,8233.698,1197.659704,1800.073345
500,5,5,8396.895,1637.463492,1800.015448
500,5,5,8569.841,119.010182,1800.088071
500,5,5,8715.165,1615.965682,1800.012875
500,10,5,28991.021,826.724199,1800.235684
500,10,5,31256.91,1420.184332,1800.1707
500,10,5,32319.486,907.716243,1800.116777
500,10,5,32809.336,1442.0742,1800.17955
500,10,5,33222.132,1495.73065,1800.141737
500,10,5,33253.956,1566.152553,1800.14793
500,10,5,33937.108,1626.934187,1800.148463
500,10,5,34149.211,1700.752334,1800.176665
500,10,5,34889.266,1018.583933,1800.097196
500,10,5,35570.484,1478.541763,1800.044952
500,20,5,76742.525,1662.14915,1800.136288
500,20,5,76900.531,648.643473,1800.18409
500,20,5,79011.345,891.214326,1800.038845
500,20,5,79652.786,330.152777,1800.015334
500,20,5,80486.337,695.471513,1800.120043
500,20,5,80928.019,379.188991,1800.324966
500,20,5,81759.683,1764.662982,1800.024713
500,20,5,82306.002,1589.908657,1800.130671
500,20,5,82616.165,1632.538385,1800.389863
500,20,5,83870.264,1123.057725,1800.193383
500,2,10,342.828,1361.708189,1800.040293
500,2,10,345.485,1146.753361,1800.322109
500,2,10,422.207,1727.561744,1800.207979
500,2,10,445.008,1430.653792,1800.039411
500,2,10,468.632,1415.819648,1800.352899
500,2,10,497.966,733.117819,1800.439188
500,2,10,507.069,1773.070619,1800.128247
500,2,10,519.757,1001.669763,1800.172401
500,2,10,542.255,1657.992276,1800.417231
500,2,10,545.704,570.148999,1800.087665
500,5,10,13612.911,1459.396806,1800.350498
500,5,10,13685.761,1756.281574,1800.654056
500,5,10,13750.045,1670.641827,1800.438261
500,5,10,13811.09,761.488043,1800.246727
500,5,10,13972.923,787.459174,1800.247823
500,5,10,14131.626,1029.846598,1800.38027
500,5,10,14602.705,482.427935,1800.067463
500,5,10,15038.921,1392.567431,1800.139592
500,5,10,15267.922,1569.868619,1800.529278
500,5,10,15576.385,549.773965,1800.607565
500,10,10,43347.415,1244.70888,1801.144962
500,10,10,46326.699,1366.511317,1800.425594
500,10,10,48509.528,195.525354,1801.370694
500,10,10,48709.501,771.699598,1800.098263
500,10,10,49185.409,1503.128903,1800.503414
500,10,10,50094.661,1012.667611,1801.023472
500,10,10,50370.568,1399.103309,1800.347187
500,10,10,50697.799,431.892802,1800.925522
500,10,10,51508.022,297.310592,1800.555725
500,10,10,51958.41,1594.358187,1800.328318
500,20,10,100976.257,862.105391,1800.083437
500,20,10,104111.654,252.369078,1800.317754
500,20,10,104332.158,647.677659,1800.433901
500,20,10,105086.922,984.137299,1802.790524
500,20,10,105359.7,539.279107,1800.360083
500,20,10,105989.666,1442.719467,1801.065825
500,20,10,107483.775,208.914479,1800.175168
500,20,10,108262.391,1058.233401,1801.284892
500,20,10,110391.037,1587.466807,1800.405274
500,20,10,112105.806,1273.643234,1801.386115
500,2,20,1020.688,1465.639111,1800.24367
500,2,20,1044.564,1763.36654,1801.055968
500,2,20,1082.621,376.597464,1801.339939
500,2,20,1103.219,1431.824462,1800.897641
500,2,20,1132.589,1699.337165,1801.389874
500,2,20,1197.187,535.214066,1801.431603
500,2,20,1215.03,423.575205,1802.120106
500,2,20,1229.754,216.023418,1800.819693
500,2,20,1261.082,1333.208806,1800.329248
500,2,20,1271.678,334.92443,1800.834721
500,5,20,18973.94,397.469066,1805.40779
500,5,20,20770.734,1140.057133,1802.762364
500,5,20,21007.571,1726.075759,1803.405947
500,5,20,21102.313,779.47688,1803.148643
500,5,20,21581.142,1663.404878,1801.695943
500,5,20,21938.725,1069.989102,1801.99603
500,5,20,22071.183,1714.447324,1802.559079
500,5,20,22288.568,862.081785,1803.109951
500,5,20,22623.708,1233.230672,1801.010119
500,5,20,22990.867,1299.690665,1800.988821
500,10,20,61727.794,1000.92686,1807.679544
500,10,20,62675.47,1242.550837,1803.267726
500,10,20,62858.084,832.530074,1806.258352
500,10,20,63691.781,970.134474,1801.42711
500,10,20,64000.255,1133.887321,1801.37346
500,10,20,64196.235,1395.101489,1803.948326
500,10,20,65044.321,1802.296988,1802.29699
500,10,20,65165.925,1154.894846,1801.895161
500,10,20,65289.165,1631.665981,1804.281833
500,10,20,66422.255,1181.004944,1800.196003
500,20,20,123033.901,1671.351048,1806.736132
500,20,20,125178.239,1541.751132,1801.986701
500,20,20,125586.722,1781.578179,1800.88086
500,20,20,126551.622,1668.113629,1801.317343
500,20,20,128606.238,1803.705248,1803.705248
500,20,20,129706.64,1513.582177,1801.215136
500,20,20,132390.911,1761.187655,1806.899399
500,20,20,134240.717,1498.504343,1806.17604
500,20,20,136789.227,1678.851783,1811.592866
500,20,20,138321.547,1754.867685,1819.143958
