n,m,k,val,t_sol,t
100,2,10,772.541,961.44893,1800.012633
100,2,10,783.084,1759.547017,1800.016297
100,2,10,1000.928,1446.129424,1800.010422
100,2,10,1008.117,464.284864,1800.014699
100,2,10,1053.356,860.678869,1800.018104
100,2,10,1061.305,1342.525737,1800.016306
100,2,10,1073.442,1509.477496,1800.008701
100,2,10,1084.23,1472.235149,1800.009258
100,2,10,1155.216,1069.892087,1800.004635
100,2,10,1163.42,1782.602768,1800.002453
100,5,10,20662.855,911.995672,1800.024764
100,5,10,21027.475,894.295968,1800.002236
100,5,10,21090.877,1111.783821,1800.002669
100,5,10,21225.165,1165.789054,1800.009061
100,5,10,21577.896,383.646305,1800.01743
100,5,10,22497.253,1777.894303,1800.01949
100,5,10,22931.398,844.469636,1800.009305
100,5,10,23041.095,1070.798274,1800.010496
100,5,10,23385.914,772.115537,1800.019386
100,5,10,24275.709,951.703041,1800.014529
100,10,10,60515.56,343.538102,1800.068806
100,10,10,60517.873,834.86317,1800.009288
100,10,10,60538.03,447.355037,1800.022073
100,10,10,60634.261,749.378929,1800.012478
100,10,10,60637.137,399.103144,1800.016408
100,10,10,60738.331,494.479993,1800.003092
100,10,10,61375.843,697.901071,1800.009026
100,10,10,61984.074,620.569947,1800.007016
100,10,10,62709.036,1350.899725,1800.024988
100,10,10,63178.398,1516.327224,1800.004393
100,20,10,108957.814,503.397414,1800.010339
100,20,10,112101.256,1667.767474,1800.028668
100,20,10,113536.517,1014.437237,1800.018506
100,20,10,113565.739,1229.582085,1800.028972
100,20,10,114090.528,1442.254095,1800.015764
100,20,10,114879.634,783.424966,1800.020576
100,20,10,115428.254,1115.292304,1800.062424
100,20,10,115808.454,1485.995894,1800.028964
100,20,10,116298.68,1287.593822,1800.006494
100,20,10,116497.458,1769.884828,1800.018915
100,2,20,3470.579,1537.308038,1800.001295
100,2,20,3516.3,1727.547962,1800.109305
100,2,20,3595.668,1153.790745,1800.000986
100,2,20,3952.63,687.716429,1800.066758
100,2,20,3980.413,1105.134545,1800.027779
100,2,20,4017.251,1354.903821,1800.059435
100,2,20,4302.569,1064.722676,1800.015889
100,2,20,4416.266,1732.921013,1800.020276
100,2,20,4519.728,429.028731,1800.048172
100,2,20,4618.857,842.17812,1800.000207
100,5,20,34499.695,615.252237,1800.026809
100,5,20,35698.677,932.849208,1800.041606
100,5,20,35860.159,1709.608464,1800.056709
100,5,20,36512.01,724.692248,1800.160234
100,5,20,36594.094,709.656286,1800.02497
100,5,20,36781.413,208.53687,1800.087072
100,5,20,37213.561,1717.076444,1800.025673
100,5,20,37393.733,1613.73984,1800.100454
100,5,20,37727.401,846.094197,1800.031828
100,5,20,37732.749,991.259625,1800.029547
100,10,20,73684.703,1120.86626,1800.018203
100,10,20,75288.647,1303.909897,1800.073993
100,10,20,75861.225,1177.724108,1800.058959
100,10,20,76402.983,1182.127401,1800.048291
100,10,20,76553.55,607.001443,1800.055564
100,10,20,76963.788,1631.018312,1800.007183
100,10,20,77015.944,1722.084875,1800.019195
100,10,20,78618.063,677.869423,1800.11217
100,10,20,79396.354,1372.192892,1800.024894
100,10,20,80196.238,728.169341,1800.112843
100,20,20,121892.501,464.853037,1800.182893
100,20,20,122602.484,642.595027,1800.052545
100,20,20,123749.388,1087.863234,1800.091578
100,20,20,125766.382,1438.110279,1800.443492
100,20,20,126461.798,891.733784,1800.005317
100,20,20,126665.281,405.362018,1800.177828
100,20,20,127604.404,1115.161664,1800.205946
100,20,20,127804.374,423.874147,1800.184511
100,20,20,128129.794,810.069892,1800.343561
100,20,20,128533.952,1198.795868,1800.478381
500,2,5,82.842,1506.611679,1800.004329
500,2,5,86.174,1027.797715,1800.106062
500,2,5,92.034,1596.604387,1800.007054
500,2,5,94.256,1574.08278,1800.041687
500,2,5,115.517,1698.754897,1800.039994
500,2,5,116.978,1244.916101,1800.043363
500,2,5,121.731,1155.238869,1800.001661
500,2,5,132.616,1252.035272,1800.003607
500,2,5,135.15,1597.154053,1800.028001
500,2,5,171.303,1262.1425,1800.057864
500,5,5,6080.002,1258.647218,1800.023917
500,5,5,6661.893,1338.242737,1800.057992
500,5,5,6838.183,667.105794,1800.062372
500,5,5,7574.885,1391.766077,1800.032958
500,5,5,7744.292,1248.882629,1800.009151
500,5,5,8028.123,1510.344452,1800.022949
500,5,5,8285.439,1646.588421,1800.074494
500,5,5,8319.017,273.716575,1800.014372
500,5,5,8612.944,1385.01954,1800.026583
500,5,5,8640.813,599.997954,1800.045063
500,10,5,29545.532,1651.368562,1800.066295
500,10,5,31065.861,796.322777,1800.033178
500,10,5,33419.645,1564.476536,1800.07362
500,10,5,33616.723,852.160176,1800.02
500,10,5,33675.668,834.869833,1800.03613
500,10,5,33715.327,149.862242,1800.00414
500,10,5,33733.648,1542.945719,1800.005591
500,10,5,33900.071,874.655666,1800.161394
500,10,5,33967.282,639.70228,1800.1834
500,10,5,34049.236,1612.530575,1800.295537
500,20,5,74745.273,1600.862336,1800.091057
500,20,5,75418.109,757.189496,1800.030552
500,20,5,75928.408,795.477214,1800.017114
500,20,5,80310.813,974.523126,1800.212758
500,20,5,81071.553,653.092687,1800.024872
500,20,5,81171.097,1079.639971,1800.065068
500,20,5,81265.53,1348.39399,1800.066764
500,20,5,81605.512,1087.787204,1800.149801
500,20,5,81911.305,119.894605,1800.133058
500,20,5,84534.261,607.161936,1800.000162
500,2,10,337.908,1048.17661,1800.076976
500,2,10,432.304,1749.830211,1800.254633
500,2,10,499.563,1522.085439,1800.16182
500,2,10,506.901,145.846824,1800.168392
500,2,10,507.629,1770.411169,1800.005918
500,2,10,516.244,747.72285,1800.059586
500,2,10,523.587,1513.20641,1800.250437
500,2,10,550.222,1304.420814,1800.059311
500,2,10,608.286,302.972747,1800.532743
500,2,10,608.547,630.327162,1800.27719
500,5,10,13526.914,948.77952,1800.386863
500,5,10,14439.631,7.913334,1800.298273
500,5,10,14623.336,744.008713,1800.135417
500,5,10,14635.529,1460.623178,1800.833264
500,5,10,14687.898,551.403282,1800.244235
500,5,10,14694.32,1726.570794,1800.107077
500,5,10,15270.762,1368.064792,1800.816164
500,5,10,15553.253,792.418267,1800.248969
500,5,10,15645.445,131.89838,1800.904558
500,5,10,15681.258,692.045884,1800.313042
500,10,10,47953.502,1122.079623,1800.748468
500,10,10,48578.539,846.821493,1800.286394
500,10,10,48783.558,1356.871577,1800.267267
500,10,10,49019.313,1758.747137,1800.209545
500,10,10,49416.353,418.293607,1800.435909
500,10,10,49873.535,688.539972,1800.86308
500,10,10,50366.136,1544.457557,1801.157602
500,10,10,50600.523,229.498482,1800.836897
500,10,10,51295.307,1520.665048,1800.813109
500,10,10,51452.898,959.615344,1800.634803
500,20,10,102454.941,725.035106,1800.482985
500,20,10,104352.448,857.409713,1800.360274
500,20,10,104942.463,608.855915,1800.05467
500,20,10,105715.053,655.959729,1800.293274
500,20,10,105747.272,1090.75031,1800.324291
500,20,10,106045.87,1273.998985,1800.351972
500,20,10,106669.728,1142.074227,1800.855884
500,20,10,107471.319,1260.792231,1800.151867
500,20,10,107615.165,369.316255,1800.436447
500,20,10,110632.836,1119.929998,1801.107047
500,2,20,1128.695,979.396302,1801.833317
500,2,20,1191.561,1089.650846,1801.233186
500,2,20,1228.991,1137.570396,1800.952226
500,2,20,1268.258,407.534902,1801.288339
500,2,20,1284.506,1671.714777,1800.253532
500,2,20,1297.016,945.77664,1800.582636
500,2,20,1323.307,1188.429696,1800.426474
500,2,20,1345.467,1053.927929,1800.599969
500,2,20,1395.648,1441.276242,1801.669501
500,2,20,1530.454,668.019108,1800.424823
500,5,20,20396.658,205.682881,1801.796974
500,5,20,20719.263,1245.020784,1800.775747
500,5,20,21359.569,834.710313,1801.181313
500,5,20,21844.455,1216.335491,1803.729314
500,5,20,21923.344,1742.584961,1801.44238
500,5,20,21970.839,214.186135,1803.710372
500,5,20,21999.667,674.726889,1801.556109
500,5,20,22228.029,1005.881188,1803.941358
500,5,20,22281.072,799.453905,1800.746217
500,5,20,23015.884,803.844086,1801.849193
500,10,20,62317.258,443.389369,1801.535733
500,10,20,64004.751,1480.42943,1802.315617
500,10,20,64084.581,467.605643,1800.558581
500,10,20,64894.458,385.903248,1806.946771
500,10,20,64894.698,533.839576,1800.717659
500,10,20,64951.892,942.671876,1802.195256
500,10,20,65021.767,1801.116283,1801.116284
500,10,20,65166.329,1201.442797,1800.059509
500,10,20,65726.349,751.698557,1801.509674
500,10,20,66403.21,1606.527089,1802.604923
500,20,20,125514.983,1039.142151,1800.415647
500,20,20,127338.517,1264.791451,1805.224758
500,20,20,127723.03,1798.25297,1800.235793
500,20,20,130255.239,1804.719477,1804.719477
500,20,20,130325.524,730.349641,1804.582403
500,20,20,130990.82,1593.493531,1809.320326
500,20,20,131825.623,1351.849318,1816.703976
500,20,20,132527.995,1633.354538,1808.784196
500,20,20,133244.277,1403.096442,1800.785761
500,20,20,134514.367,587.101958,1803.634683
