n,m,k,val,t_sol,t
500,5,5,7820.12,1580.18281,1800.038884
500,5,5,7856.103,1792.908971,1800.017536
500,5,5,8057.708,754.457367,1800.13022
500,10,5,30778.195,589.394572,1800.076593
500,10,5,31491.573,1254.157702,1800.037625
500,10,5,31973.167,559.655034,1800.025198
500,10,5,32231.914,280.65217,1800.12179
500,10,5,32927.239,415.221078,1800.106618
500,10,5,33162.129,1550.129264,1800.065472
500,10,5,33250.503,1499.407152,1800.239375
500,10,5,33561.404,1382.064977,1800.178052
500,10,5,33867.943,912.852803,1800.021401
500,10,5,35263.157,62.666034,1800.184716
500,20,5,77249.021,1317.776085,1800.086374
500,20,5,78081.55,533.895332,1800.230381
500,20,5,79215.216,727.651487,1800.017318
500,20,5,79857.173,362.752665,1800.073749
500,20,5,79930.489,1269.19445,1800.109933
500,20,5,80008.334,1012.635605,1800.095
500,20,5,80903.382,555.757825,1800.15342
500,20,5,81717.576,699.557655,1800.244104
500,20,5,84208.486,516.55463,1800.105976
500,20,5,85913.64,604.106819,1800.231051
500,2,10,360.159,328.871201,1800.09591
500,2,10,392.512,904.68244,1800.44125
500,2,10,407.708,780.777184,1800.194549
500,2,10,410.328,1162.686972,1800.323129
500,2,10,417.523,1749.714966,1800.427242
500,2,10,427.347,427.47177,1800.025065
500,2,10,448.244,1538.34169,1800.239435
500,2,10,457.06,1794.653685,1800.163485
500,2,10,458.374,1740.645246,1800.029762
500,2,10,461.916,1732.216229,1800.174671
500,5,10,12530.204,1476.858293,1800.130723
500,5,10,12869.273,754.441342,1800.627523
500,5,10,12986.903,517.502442,1800.651908
500,5,10,13072.567,10.278182,1800.310048
500,5,10,13281.841,1703.234498,1800.625235
500,5,10,13295.463,296.363225,1800.480614
500,5,10,13815.285,434.323385,1800.035261
500,5,10,13929.051,66.270845,1800.483608
500,5,10,13936.182,920.063501,1800.554937
500,5,10,14467.347,884.523783,1800.542045
500,10,10,46309.031,1348.708525,1800.40328
500,10,10,47078.51,933.325875,1801.195618
500,10,10,47078.558,324.550583,1800.622138
500,10,10,47819.666,147.294914,1800.525646
500,10,10,48075.185,592.942854,1800.256946
500,10,10,48477.219,1519.995252,1800.316859
500,10,10,48937.526,786.636173,1800.957692
500,10,10,49302.134,1344.735188,1800.56897
500,10,10,49732.18,956.320485,1800.431038
500,10,10,49864.227,268.521429,1800.471537
500,20,10,104520.963,1492.272319,1801.736326
500,20,10,105380.266,1296.356121,1800.215509
500,20,10,105623.142,469.343713,1800.380238
500,20,10,106401.512,1338.617706,1800.322662
500,20,10,107719.015,818.87098,1801.601546
500,20,10,108475.904,972.971891,1801.475926
500,20,10,108629.157,997.22131,1800.871861
500,20,10,109463.116,1579.575322,1801.020753
500,20,10,111328.853,389.311909,1800.436709
500,20,10,112043.152,1460.22498,1800.713878
500,2,20,1060.563,1493.868214,1802.809444
500,2,20,1063.305,1109.434429,1800.882421
500,2,20,1095.807,876.25296,1801.598566
500,2,20,1105.522,1394.928134,1800.13152
500,2,20,1118.113,1775.014198,1800.814769
500,2,20,1125.66,360.23712,1800.387329
500,2,20,1138.339,1608.463585,1802.326619
500,2,20,1141.342,1144.375445,1801.174961
500,2,20,1157.311,727.278936,1800.144054
500,2,20,1162.765,1458.241667,1801.942243
500,5,20,18384.31,1105.210076,1802.333495
500,5,20,19990.573,894.809227,1801.235144
500,5,20,20271.059,1590.196775,1804.585316
500,5,20,20550.314,1756.119465,1805.030745
500,5,20,20679.698,631.298882,1803.731256
500,5,20,21027.122,1354.476453,1801.617079
500,5,20,21210.982,680.789362,1800.434626
500,5,20,21240.618,544.231642,1801.602332
500,5,20,21284.346,1499.034788,1800.336346
500,5,20,21909.043,732.018145,1805.306633
500,10,20,61019.374,457.144301,1801.902124
500,10,20,61912.718,842.213695,1804.222599
500,10,20,62859.967,1715.186348,1802.457111
500,10,20,63137.29,1626.777667,1802.634111
500,10,20,63909.456,163.205176,1802.524916
500,10,20,64286.86,1141.086487,1807.990541
500,10,20,64404.653,200.802943,1800.017553
500,10,20,64477.271,1650.681275,1805.445682
500,10,20,65169.693,1743.174378,1804.416728
500,10,20,65427.577,630.82709,1801.49275
500,20,20,125526.857,364.503952,1800.481418
500,20,20,126109.484,1493.58239,1807.804702
500,20,20,127629.415,1612.842459,1806.840733
500,20,20,128333.57,950.040943,1804.986054
500,20,20,128987.078,983.202368,1804.195337
500,20,20,129133.92,1659.414183,1804.199569
500,20,20,131095.643,944.415943,1801.463663
500,20,20,131502.082,1566.566053,1800.383562
500,20,20,132297.546,273.622634,1813.617925
500,20,20,136134.23,941.72928,1801.724865
